Date,NIFTY 50 Closing Price,NIFTY 50 Log Return,XAU/INR (Gold) Closing Price,XAU/INR (Gold) Log Return,USD/INR Closing Price,USD/INR Log Return,10-Year BOND YIELD Closing Price,10-Year BOND YIELD Log Return,INDIA VIX Closing Price
04/28/2014,"6,761.25",0.0068267,"73,315",-0.00035,61.715,-0.00186167,8.808,0.003,34.385
04/25/2014,"6,782.75",0.0031748,"71,592",-0.02378,61.6,-0.001865143,8.865,0.057,30.8525
04/23/2014,"6,840.80",0.0085221,"71,322",-0.00378,61.375,-0.003659284,8.811,-0.054,31.16
04/22/2014,"6,815.35",-0.0037273,"71,583",0.00365,61.515,0.002278461,8.74,-0.071,31.875
04/21/2014,"6,817.65",0.0003374,"70,751",-0.01169,61.485,-0.000487805,8.69,-0.05,29.185
04/17/2014,"6,779.40",-0.0056262,"72,410",0.02318,61.52,0.000569083,8.736,0.046,28.7175
04/16/2014,"6,675.30",-0.0154745,"70,185",-0.03121,61.5,-0.00032515,8.717,-0.019,26.9125
04/15/2014,"6,733.10",0.0086215,"70,025",-0.00228,61.435,-0.001057469,8.707,-0.01,24.9525
04/11/2014,"6,776.30",0.0063956,"71,693",0.02354,61.395,-0.000651307,8.679,-0.028,22.6875
04/10/2014,"6,796.40",0.0029618,"71,561",-0.00184,61.42,0.000407116,8.734,0.055,22.1075
04/09/2014,"6,796.20",-0.0000294,"72,004",0.00617,61.405,-0.00024425,8.77,0.036,21.2125
04/07/2014,"6,695.05",-0.0149952,"73,604",0.02198,61.44,0.000569824,8.82,0.05,20.685
04/04/2014,"6,694.35",-0.0001046,"74,239",0.00859,61.29,-0.002444391,8.774,-0.046,21.6225
04/03/2014,"6,736.10",0.0062172,"75,141",0.01208,61.188,-0.001665606,8.748,-0.026,18.63
04/02/2014,"6,752.55",0.0024391,"75,150",0.00012,61.305,0.001910314,8.765,0.017,18.3725
04/01/2014,"6,721.05",-0.0046758,"75,257",0.00142,61.17,-0.002204532,8.738,-0.027,17.765
03/31/2014,"6,704.20",-0.0025102,"75,326",0.00092,61.17,0,8.665,-0.073,16.92
03/28/2014,"6,695.90",-0.0012388,"75,934",0.00804,61.2,0.000490316,8.608,-0.057,16.5375
03/27/2014,"6,641.75",-0.0081199,"76,327",0.00516,61.15,-0.000817327,8.553,-0.055,15.875
03/26/2014,"6,601.40",-0.0060937,"76,316",-0.00014,61.235,0.001389059,8.517,-0.036,16.185
03/25/2014,"6,589.75",-0.0017663,"75,942",-0.00491,61.365,0.002120719,8.627,0.11,16.91
03/24/2014,"6,583.50",-0.0009489,"76,586",0.00844,61.84,0.007710764,8.615,-0.012,16.8825
03/22/2014,"6,494.90",-0.0135493,"76,210",-0.00492,61.38,-0.007466355,8.639,0.024,17.1275
03/21/2014,"6,493.20",-0.0002618,"75,660",-0.00724,61.4,0.000325786,8.711,0.072,16.4475
03/20/2014,"6,483.10",-0.0015567,"75,353",-0.00407,61.01,-0.00637205,8.758,0.047,16.82
03/19/2014,"6,524.05",0.0062966,"74,918",-0.00579,61.285,0.00449733,8.79,0.032,17.04
03/18/2014,"6,516.65",-0.0011349,"74,712",-0.00275,61.055,-0.003760018,8.801,0.011,17.325
03/14/2014,"6,504.20",-0.0019123,"74,902",0.00254,61.36,0.00498306,8.789,-0.012,17.7775
03/13/2014,"6,493.10",-0.001708,"74,081",-0.01102,61.305,-0.000896751,8.783,-0.006,16.72
03/12/2014,"6,516.90",0.0036587,"74,273",0.00259,61.545,0.003907209,8.834,0.051,14.475
03/11/2014,"6,511.90",-0.0007675,"73,294",-0.01327,61.545,0,8.84,0.006,13.8425
03/10/2014,"6,537.25",0.0038853,"74,729",0.01939,61.545,0,8.844,0.004,14.3925
03/07/2014,"6,526.65",-0.0016228,"74,885",0.00209,61.725,0.002920421,8.82,-0.024,15.2825
03/06/2014,"6,401.15",-0.0194161,"74,796",-0.00119,61.94,0.003477139,8.858,0.038,14.1775
03/05/2014,"6,328.65",-0.0113907,"74,802",0.00008,61.56,-0.006153866,8.959,0.101,13.955
03/04/2014,"6,297.95",-0.0048628,"74,454",-0.00466,61.145,-0.006764216,8.889,-0.07,13.95
03/03/2014,"6,221.45",-0.0122212,"74,905",0.00604,61.335,0.00310255,8.869,-0.02,14.3575
02/28/2014,"6,276.95",0.0088812,"74,132",-0.01037,60.945,-0.006378824,8.866,-0.003,14.04
02/26/2014,"6,238.80",-0.0060963,"74,652",0.00699,61.055,0.001803279,8.817,-0.049,15.16
02/25/2014,"6,200.05",-0.0062305,"74,012",-0.00861,60.945,-0.001803279,8.797,-0.02,15.07
02/24/2014,"6,186.10",-0.0022525,"73,950",-0.00084,60.86,-0.001395674,8.743,-0.054,15.41
02/21/2014,"6,155.45",-0.004967,"74,378",0.00577,60.74,-0.001973685,8.784,0.041,15.83
02/20/2014,"6,091.45",-0.0104517,"74,465",0.00117,60.915,0.00287699,8.915,0.131,16.66
02/19/2014,"6,152.75",0.010013,"75,419",0.01273,61.06,0.002377538,8.865,-0.05,17.8
02/18/2014,"6,127.10",-0.0041776,"75,349",-0.00093,61.105,0.000736709,8.911,0.046,17.43
02/17/2014,"6,073.30",-0.0088194,"74,557",-0.01057,60.655,-0.007391624,8.85,-0.061,18.63
02/14/2014,"6,048.35",-0.0041166,"75,577",0.01359,60.93,0.004523592,8.826,-0.024,19.05
02/13/2014,"6,001.10",-0.0078427,"76,138",0.0074,60.93,0,8.835,0.009,18.55
02/12/2014,"6,084.00",0.0137196,"76,068",-0.00092,60.605,-0.005348266,8.904,0.069,18.94
02/11/2014,"6,062.70",-0.0035071,"75,632",-0.00575,60.275,-0.005459974,9.165,0.261,18.93
02/10/2014,"6,053.45",-0.0015269,"76,594",0.01264,60.395,0.001988896,9.108,-0.057,18.69
02/07/2014,"6,063.20",0.0016094,"76,128",-0.0061,60.36,-0.000579686,9.09,-0.018,18.27
02/06/2014,"6,036.30",-0.0044465,"76,752",0.00816,60.49,0.002151428,9.069,-0.021,16.82
02/05/2014,"6,022.40",-0.0023054,"76,766",0.00018,60.685,0.003218488,9.048,-0.021,17.25
02/04/2014,"6,000.90",-0.0035764,"77,916",0.01487,60.53,-0.002557441,9.044,-0.004,18.04
02/03/2014,"6,001.80",0.00015,"77,863",-0.00068,60.52,-0.000165221,9.014,-0.03,17.72
01/31/2014,"6,089.50",0.0145066,"78,011",0.0019,60.5,-0.000330524,8.996,-0.018,18.67
01/30/2014,"6,073.70",-0.002598,"77,520",-0.00631,60.455,-0.000744078,9.042,0.046,15.83
01/29/2014,"6,120.25",0.007635,"77,446",-0.00096,60.435,-0.000330879,9.087,0.045,15.58
01/28/2014,"6,126.25",0.0009799,"77,317",-0.00167,60.57,0.002231314,9.099,0.012,15.85
01/27/2014,"6,135.85",0.0015658,"77,437",0.00155,60.47,-0.001652347,9.077,-0.022,15.55
01/24/2014,"6,266.75",0.0211093,"77,442",0.00006,60.675,0.003384377,9.035,-0.042,15.35
01/23/2014,"6,345.65",0.0125117,"78,281",0.01078,60.615,-0.000989364,9.009,-0.026,15.41
01/22/2014,"6,338.95",-0.0010564,"78,595",0.004,60.675,0.000989364,9,-0.009,15.54
01/21/2014,"6,313.80",-0.0039754,"78,888",0.00372,60.78,0.001729036,9.024,0.024,15.42
01/20/2014,"6,303.95",-0.0015613,"79,264",0.00475,60.78,0,9.024,0,15.74
01/17/2014,"6,261.65",-0.0067327,"79,792",0.00664,60.765,-0.000246822,8.918,-0.106,15.95
01/16/2014,"6,318.90",0.0091014,"80,161",0.00461,61.095,0.005416064,9.053,0.135,15.58
01/15/2014,"6,320.90",0.0003165,"79,948",-0.00266,61.085,-0.000163693,8.954,-0.099,16.18
01/14/2014,"6,241.85",-0.012585,"80,015",0.00084,61.175,0.001472272,8.99,0.036,16.32
01/13/2014,"6,272.75",0.0049382,"80,026",0.00014,61.145,-0.000490517,8.849,-0.141,16.32
01/10/2014,"6,171.45",-0.016281,"80,374",0.00434,61.245,0.001634121,8.82,-0.029,16.5
01/09/2014,"6,168.35",-0.0005024,"80,294",-0.001,61.5,0.004154961,8.737,-0.083,15.87
01/08/2014,"6,174.60",0.0010127,"78,381",-0.02411,60.85,-0.010625355,8.705,-0.032,16.55
01/07/2014,"6,162.25",-0.0020021,"78,484",0.00131,60.945,0.001559999,8.705,0,15.58
01/06/2014,"6,191.45",0.0047273,"79,177",0.00879,61.215,0.004420439,8.7,-0.005,15.12
01/03/2014,"6,211.15",0.0031768,"77,643",-0.01956,60.555,-0.010840215,8.625,-0.075,15.08
01/02/2014,"6,221.15",0.0016087,"77,784",0.00181,60.065,-0.008124734,8.573,-0.052,14.66
01/01/2014,"6,301.65",0.0128567,"78,041",0.0033,60.13,0.001081576,8.535,-0.038,14.88
12/31/2013,"6,304.00",0.0003728,"78,338",0.0038,60.09,-0.000665447,8.656,0.121,15.58
12/30/2013,"6,291.10",-0.0020484,"78,491",0.00195,60.06,-0.000499376,8.579,-0.077,16.26
12/27/2013,"6,313.80",0.0036018,"77,692",-0.01023,60.125,0.001081666,8.583,0.004,16.02
12/26/2013,"6,278.90",-0.0055429,"78,264",0.00734,60.02,-0.001747888,8.631,0.048,16.58
12/24/2013,"6,268.40",-0.0016737,"78,448",0.00235,60.105,0.001415193,8.606,-0.025,17.54
12/23/2013,"6,284.50",0.0025651,"79,032",0.00742,60.245,0.002326549,8.604,-0.002,18.33
12/20/2013,"6,274.25",-0.0016323,"78,994",-0.00048,60.285,0.000663735,8.552,-0.052,18.36
12/19/2013,"6,166.65",-0.0172982,"79,341",0.00438,60.185,-0.001660165,8.602,0.05,17.84
12/18/2013,"6,217.15",0.0081559,"78,084",-0.01597,60.125,-0.000997423,8.663,0.061,17.74
12/17/2013,"6,139.05",-0.0126416,"77,774",-0.00398,60.125,0,8.66,-0.003,17.54
12/16/2013,"6,154.70",0.002546,"78,534",0.00972,60.125,0,8.575,-0.085,17.98
12/13/2013,"6,168.40",0.0022235,"80,399",0.02347,60.095,-0.000499085,8.489,-0.086,19.16
12/12/2013,"6,237.05",0.0110678,"80,378",-0.00026,60.195,0.001662649,8.421,-0.068,22.21
12/11/2013,"6,307.90",0.0112955,"79,312",-0.01335,59.765,-0.007169087,8.455,0.034,21.68
12/10/2013,"6,332.85",0.0039476,"78,788",-0.00663,59.755,-0.000167336,8.496,0.041,23.71
12/09/2013,"6,363.90",0.004891,"79,099",0.00394,59.955,0.003341412,8.683,0.187,24.72
12/06/2013,"6,259.90",-0.0164772,"78,802",-0.00376,59.725,-0.003843588,8.613,-0.07,23.36
12/05/2013,"6,241.10",-0.0030078,"78,790",-0.00015,59.74,0.00025112,8.635,0.022,21.38
12/04/2013,"6,160.95",-0.0129255,"79,172",0.00484,59.692,-0.000803805,8.735,0.1,20.71
12/03/2013,"6,201.85",0.0066166,"79,620",0.00564,60.06,0.006146054,8.728,-0.007,21.14
12/02/2013,"6,217.85",0.0025766,"79,680",0.00075,60.06,0,8.766,0.038,21.59
11/29/2013,"6,176.10",-0.0067372,"78,939",-0.00934,60.045,-0.000249781,8.71,-0.056,21.05
11/28/2013,"6,091.85",-0.0137352,"79,240",0.00381,60.21,0.00274417,8.718,0.008,20.04
11/27/2013,"6,057.10",-0.0057207,"79,214",-0.00033,60.085,-0.002078225,8.786,0.068,21.14
11/26/2013,"6,059.10",0.0003301,"79,272",0.00073,60.16,0.001247453,8.839,0.053,20.83
11/25/2013,"6,115.35",0.0092407,"79,221",-0.00064,60.16,0,8.851,0.012,19.3
11/22/2013,"5,995.45",-0.0198012,"79,068",-0.00193,60.175,0.000249304,8.578,-0.273,18.82
11/21/2013,"5,999.05",0.0006003,"79,310",0.00306,60.095,-0.00133034,8.193,-0.385,19.26
11/20/2013,"6,122.90",0.0204347,"77,000",-0.02956,60.3,0.00340546,8.372,0.179,20.45
11/19/2013,"6,203.35",0.0130536,"76,618",-0.00497,60.33,0.000497389,8.438,0.066,20.86
11/18/2013,"6,189.00",-0.0023159,"76,512",-0.00138,60.185,-0.002406341,8.429,-0.009,19.98
11/14/2013,"6,056.15",-0.0216992,"76,209",-0.00397,59.71,-0.007923641,8.487,0.058,19.64
11/13/2013,"5,989.60",-0.0110497,"75,478",-0.00964,59.295,-0.006974525,8.5,0.013,19.87
11/12/2013,"6,018.05",0.0047387,"74,794",-0.0091,59.34,0.000758629,8.464,-0.036,20.25
11/11/2013,"6,078.80",0.010044,"74,562",-0.00311,59.215,-0.002108727,8.473,0.009,19.94
11/08/2013,"6,140.75",0.0101396,"74,121",-0.00593,59.205,-0.00016889,8.631,0.158,19.34
11/07/2013,"6,187.25",0.0075438,"74,122",0.00001,59.175,-0.000506842,8.631,0,18.64
11/06/2013,"6,215.15",0.0044991,"74,246",0.00167,59.26,0.001435387,8.631,0,18.39
11/05/2013,"6,253.15",0.0060955,"73,690",-0.00752,59.28,0.000337439,8.631,0,19.53
11/03/2013,"6,324.95",0.0114168,"73,842",0.00206,59.34,0.001011634,8.418,-0.213,19.76
11/01/2013,"6,307.20",-0.0028103,"73,550",-0.00396,59.155,-0.003122497,8.386,-0.032,21.29
10/31/2013,"6,299.15",-0.0012771,"73,934",0.00521,59.195,0.000675961,8.58,0.194,20.42
10/30/2013,"6,251.70",-0.0075613,"73,943",0.00012,58.92,-0.004656487,8.463,-0.117,20.64
10/29/2013,"6,220.90",-0.0049388,"74,137",0.00262,58.945,0.000424214,8.596,0.133,20.35
10/28/2013,"6,101.10",-0.0194455,"74,653",0.00694,59.045,0.001695059,8.769,0.173,19.96
10/25/2013,"6,144.90",0.0071534,"75,891",0.01645,58.715,-0.005604634,8.961,0.192,20.18
10/24/2013,"6,164.35",0.0031602,"75,625",-0.00351,58.525,-0.003241217,8.785,-0.176,20.12
10/23/2013,"6,178.35",0.0022685,"75,378",-0.00327,58.285,-0.004109243,8.339,-0.446,21.06
10/22/2013,"6,202.80",0.0039496,"75,805",0.00565,58.695,0.007009774,8.264,-0.075,23.24
10/21/2013,"6,204.95",0.0003466,"75,795",-0.00013,58.59,-0.001790511,8.234,-0.03,22.85
10/18/2013,"6,189.35",-0.0025173,"75,459",-0.00444,58.375,-0.003676318,8.408,0.174,23.59
10/17/2013,"6,045.85",-0.023458,"75,725",0.00352,58.585,0.003590975,8.903,0.495,25.88
10/15/2013,"6,089.05",0.00712,"77,032",0.01711,59.465,0.014909213,9.228,0.325,25.87
10/14/2013,"6,112.70",0.0038765,"77,641",0.00787,59.485,0.000336276,8.884,-0.344,26.55
10/11/2013,"6,096.20",-0.0027029,"76,874",-0.00993,59.465,-0.000336276,8.502,-0.382,26.83
10/10/2013,"6,020.95",-0.0124206,"77,789",0.01183,60.055,0.009872905,8.499,-0.003,26.13
10/09/2013,"6,007.45",-0.0022447,"77,249",-0.00697,59.965,-0.00149975,8.398,-0.101,25.17
10/08/2013,"5,928.40",-0.013246,"77,186",-0.00082,59.9,-0.001084554,8.297,-0.101,25.77
10/07/2013,"5,906.15",-0.0037602,"77,383",0.00255,60.025,0.002084637,8.126,-0.171,26.65
10/04/2013,"5,907.30",0.0001947,"78,410",0.01318,59.985,-0.000666611,8.126,0,24.06
10/03/2013,"5,909.70",0.0004062,"78,886",0.00605,60.24,0.004242053,8.125,-0.001,24
10/01/2013,"5,780.05",-0.0221827,"78,166",-0.00917,60.185,-0.000913432,8.138,0.013,25.68
09/30/2013,"5,735.30",-0.0077723,"77,349",-0.01051,60.27,0.001411316,8.198,0.06,26.72
09/27/2013,"5,833.20",0.0169257,"77,905",0.00716,60.345,0.001243627,8.201,0.003,27.02
09/26/2013,"5,882.25",0.0083736,"78,275",0.00474,60.425,0.001324833,8.283,0.082,24.73
09/25/2013,"5,873.85",-0.001429,"78,607",0.00423,60.65,0.003716709,8.065,-0.218,24.5
09/24/2013,"5,892.45",0.0031616,"78,980",0.00473,60.645,-8.24E-05,8.172,0.107,27.69
09/23/2013,"5,889.75",-0.0004583,"78,980",0,61.11,0.007638327,8.255,0.083,27.93
09/20/2013,"6,012.10",0.0205606,"78,396",-0.00742,61.095,-0.000245489,8.129,-0.126,28.82
09/19/2013,"6,115.55",0.0170606,"77,967",-0.00549,60.765,-0.005416064,8.162,0.033,28.29
09/18/2013,"5,899.45",-0.0359756,"78,113",0.00187,60.595,-0.002801584,8.193,0.031,29.71
09/17/2013,"5,850.20",-0.0083833,"78,063",-0.00064,60.295,-0.0049632,8.424,0.231,29.75
09/16/2013,"5,840.55",-0.0016509,"78,051",-0.00015,60.295,0,8.175,-0.249,29.44
09/13/2013,"5,850.60",0.0017192,"78,602",0.00703,60.375,0.00132593,8.087,-0.088,28.65
09/12/2013,"5,850.70",0.0000171,"78,428",-0.00222,60.235,-0.002321533,7.939,-0.148,28.53
09/11/2013,"5,913.15",0.0106174,"79,979",0.01958,60.255,0.000331978,7.987,0.048,31.11
09/10/2013,"5,896.75",-0.0027773,"79,314",-0.00835,60.18,-0.001245485,8.052,0.065,32.49
09/06/2013,"5,680.40",-0.0373797,"79,199",-0.00145,60.075,-0.00174629,8.068,0.016,27.55
09/05/2013,"5,592.95",-0.0155148,"78,855",-0.00435,60.145,0.001164532,7.55,-0.518,27.81
09/04/2013,"5,448.10",-0.02624,"78,590",-0.00337,60.09,-0.000914875,7.535,-0.015,29.41
09/03/2013,"5,341.45",-0.0197698,"77,935",-0.00837,60.115,0.000415956,7.47,-0.065,32.38
09/02/2013,"5,550.75",0.0384359,"78,278",0.00439,60.085,-0.000499168,7.522,0.052,29.42
08/30/2013,"5,471.80",-0.0143254,"77,390",-0.01141,60.17,0.001413663,7.548,0.026,26.38
08/29/2013,"5,409.05",-0.0115342,"77,222",-0.00217,59.905,-0.004413915,7.572,0.024,25.75
08/28/2013,"5,285.00",-0.0232009,"76,710",-0.00665,60.015,0.001834557,7.497,-0.075,29.06
08/27/2013,"5,287.45",0.0004635,"77,010",0.0039,60.015,0,7.419,-0.078,28.09
08/26/2013,"5,476.50",0.0351301,"77,536",0.00681,59.89,-0.002084985,7.502,0.083,27.23
08/23/2013,"5,471.75",-0.0008677,"77,751",0.00277,60.245,0.005910035,7.464,-0.038,25.59
08/22/2013,"5,408.45",-0.0116359,"78,419",0.00855,60.145,-0.001661268,7.455,-0.009,23.64
08/21/2013,"5,302.55",-0.0197747,"79,268",0.01077,60.485,0.005637087,7.439,-0.016,18.7
08/20/2013,"5,401.45",0.0184796,"79,515",0.00311,60.78,0.004865387,7.557,0.118,19.26
08/19/2013,"5,414.75",0.0024593,"81,252",0.02161,60.9,0.001972387,7.579,0.022,21.28
08/16/2013,"5,507.85",0.0170476,"81,406",0.00189,61.34,0.007198984,7.497,-0.082,21.19
08/14/2013,"5,742.30",0.0416855,"81,015",-0.00481,60.975,-0.005968215,7.518,0.021,22.04
08/13/2013,"5,699.30",-0.0075165,"82,799",0.02178,61.115,0.002293391,7.433,-0.085,22.73
08/12/2013,"5,612.40",-0.0153649,"83,462",0.00798,61.09,-0.000409149,7.393,-0.04,20.8
08/08/2013,"5,565.65",-0.0083647,"84,545",0.01289,61.205,0.001880699,7.263,-0.13,20.89
08/07/2013,"5,519.10",-0.008399,"83,799",-0.00886,61.175,-0.000490276,7.279,0.016,19.81
08/06/2013,"5,542.25",0.0041858,"83,644",-0.00185,61.22,0.000735324,7.255,-0.024,18.77
08/05/2013,"5,685.40",0.0255009,"82,217",-0.01721,60.945,-0.004502115,7.314,0.059,18.12
08/02/2013,"5,677.90",-0.00132,"81,543",-0.00823,60.845,-0.001642171,7.331,0.017,18.25
08/01/2013,"5,727.85",0.0087588,"81,838",0.00361,61.085,0.00393669,7.291,-0.04,16.78
07/31/2013,"5,742.00",0.0024673,"82,490",0.00794,61.115,0.000490998,7.302,0.011,16.72
07/30/2013,"5,755.05",0.0022701,"82,565",0.00091,61.755,0.010417609,7.278,-0.024,16.91
07/29/2013,"5,831.65",0.0132222,"82,611",0.00056,61.905,0.002426008,7.242,-0.036,16.72
07/26/2013,"5,886.20",0.0093106,"83,804",0.01434,62.045,0.002258976,7.242,0,17.63
07/25/2013,"5,907.50",0.0036121,"81,869",-0.02336,61.795,-0.004037473,7.212,-0.03,18.13
07/24/2013,"5,990.50",0.0139522,"82,491",0.00757,61.995,0.003231282,7.208,-0.004,18.27
07/23/2013,"6,077.80",0.0144679,"82,384",-0.0013,61.985,-0.000161316,7.192,-0.016,19.36
07/22/2013,"6,031.80",-0.0075973,"83,062",0.0082,61.985,0,7.244,0.052,18.99
07/19/2013,"6,029.20",-0.0004311,"82,916",-0.00176,62.075,0.001450911,7.443,0.199,18.79
07/18/2013,"6,038.05",0.0014668,"82,202",-0.00865,62.14,0.001046573,7.441,-0.002,18.69
07/17/2013,"5,973.30",-0.0107816,"82,321",0.00145,62.24,0.001607976,7.39,-0.051,18.89
07/16/2013,"5,955.25",-0.0030264,"81,587",-0.00896,62.24,0,7.356,-0.034,19.98
07/15/2013,"6,030.80",0.0126065,"82,183",0.00728,62.18,-0.000964475,7.335,-0.021,19.32
07/12/2013,"6,009.00",-0.0036213,"82,154",-0.00035,61.845,-0.00540215,7.341,0.006,19.34
07/11/2013,"5,935.10",-0.0123745,"81,497",-0.00803,61.855,0.000161681,7.341,0,18.67
07/10/2013,"5,816.70",-0.0201508,"81,190",-0.00377,62.425,0.0091729,7.382,0.041,18.58
07/09/2013,"5,859.00",0.0072458,"80,143",-0.01298,62.095,-0.005300366,7.365,-0.017,18.91
07/08/2013,"5,811.55",-0.0081316,"80,283",0.00175,62.225,0.002091378,7.351,-0.014,18.21
07/05/2013,"5,867.90",0.0096495,"79,568",-0.00895,62.455,0.003689449,7.338,-0.013,18.09
07/04/2013,"5,836.95",-0.0052884,"78,955",-0.00773,62.305,-0.002404618,7.404,0.066,17.95
07/03/2013,"5,770.90",-0.0113804,"78,406",-0.00698,62.38,0.001203032,7.391,-0.013,18.85
07/02/2013,"5,857.55",0.0149034,"78,698",0.00372,62.6,0.003520567,7.457,0.066,21.07
07/01/2013,"5,898.85",0.007026,"78,399",-0.00381,62.53,-0.001118837,7.472,0.015,21.14
06/28/2013,"5,842.20",-0.00965,"78,617",0.00278,62.565,0.000559575,7.585,0.113,21.01
06/27/2013,"5,682.35",-0.0277426,"77,961",-0.00838,62.685,0.001916168,7.586,0.001,19.03
06/26/2013,"5,588.70",-0.0166182,"77,756",-0.00263,62.565,-0.001916168,7.605,0.019,19.19
06/25/2013,"5,609.10",0.0036436,"79,184",0.0182,62.475,-0.00143954,7.694,0.089,18.46
06/24/2013,"5,590.25",-0.0033663,"78,473",-0.00902,62.575,0.001599361,7.743,0.049,18.29
06/21/2013,"5,667.65",0.0137506,"79,188",0.00907,63.105,0.008434168,7.749,0.006,18.18
06/20/2013,"5,655.90",-0.0020753,"79,454",0.00335,62.695,-0.006518306,7.735,-0.014,18.35
06/19/2013,"5,822.25",0.0289875,"78,136",-0.01673,61.933,-0.012228544,7.723,-0.012,19.44
06/18/2013,"5,813.60",-0.0014868,"76,431",-0.02206,61.82,-0.001826219,7.731,0.008,18.85
06/17/2013,"5,850.05",0.0062502,"76,809",0.00493,61.885,0.001050887,7.731,0,19.49
06/14/2013,"5,808.40",-0.0071451,"77,222",0.00536,61.625,-0.004210192,7.762,0.031,18.11
06/13/2013,"5,699.10",-0.0189969,"77,110",-0.00145,61.545,-0.001299018,7.743,-0.019,17.35
06/12/2013,"5,760.20",0.0106639,"76,439",-0.00874,61.54,-8.12E-05,7.773,0.03,17.35
06/11/2013,"5,788.80",0.0049528,"76,411",-0.00037,61.58,0.000649773,7.739,-0.034,16.78
06/10/2013,"5,878.00",0.0152916,"76,502",0.00119,61.49,-0.001462583,7.734,-0.005,17.26
06/07/2013,"5,881.00",0.0005102,"77,104",0.00784,61.525,0.000569036,7.753,0.019,17.29
06/06/2013,"5,921.40",0.0068461,"77,125",0.00027,61.907,0.006189663,7.782,0.029,16.99
06/05/2013,"5,923.85",0.0004137,"76,244",-0.01149,62.095,0.003032211,7.777,-0.005,16.04
06/04/2013,"5,919.45",-0.000743,"76,087",-0.00206,62.165,0.00112667,7.803,0.026,17.86
06/03/2013,"5,939.30",0.0033477,"76,757",0.00877,62.305,0.002249539,7.823,0.02,17.12
05/31/2013,"5,985.95",0.0078238,"77,093",0.00437,62.315,0.000160488,7.831,0.008,17.03
05/30/2013,"6,124.05",0.0228086,"76,897",-0.00255,62.19,-0.002007952,7.869,0.038,17.7
05/29/2013,"6,104.30",-0.0032302,"76,317",-0.00757,62.27,0.001285554,7.9,0.031,18.73
05/28/2013,"6,111.25",0.0011379,"74,607",-0.02266,61.91,-0.005798051,7.899,-0.001,17.72
05/27/2013,"6,083.15",-0.0046087,"74,523",-0.00113,61.81,-0.001616554,7.882,-0.017,17.88
05/24/2013,"5,983.55",-0.0165086,"73,894",-0.00848,61.92,0.001778066,7.91,0.028,17.71
05/23/2013,"5,967.05",-0.0027614,"75,174",0.01717,61.94,0.000322945,7.931,0.021,17.57
05/22/2013,"6,094.50",0.0211341,"75,255",0.00108,62.17,0.003706394,7.962,0.031,17.74
05/21/2013,"6,114.10",0.0032109,"74,420",-0.01116,61.8,-0.005969204,7.964,0.002,18.13
05/20/2013,"6,156.90",0.0069758,"74,309",-0.00149,61.755,-0.000728421,7.993,0.029,17.17
05/17/2013,"6,187.30",0.0049254,"74,097",-0.00286,61.963,0.003362489,7.96,-0.033,17.51
05/16/2013,"6,169.90",-0.0028162,"74,488",0.00526,62,0.000596952,7.951,-0.009,16.84
05/15/2013,"6,146.75",-0.0037591,"73,891",-0.00805,62.15,0.002416433,7.99,0.039,16.86
05/14/2013,"5,995.40",-0.024931,"75,700",0.02419,62.1,-0.000804829,7.99,0,16.6
05/13/2013,"5,980.45",-0.0024967,"76,170",0.00619,62.02,-0.001289075,7.948,-0.042,16.76
05/11/2013,"6,107.25",0.0209808,"76,532",0.00474,61.74,-0.004524895,7.961,0.013,16.5
05/10/2013,"6,094.75",-0.0020488,"76,942",0.00534,62.195,0.007342592,7.933,-0.028,15.84
05/09/2013,"6,050.15",-0.0073447,"75,853",-0.01425,61.82,-0.006047674,7.922,-0.011,15.55
05/08/2013,"6,069.30",0.0031602,"76,935",0.01416,61.255,-0.009181458,7.903,-0.019,16.28
05/07/2013,"6,043.55",-0.0042517,"77,027",0.0012,61.05,-0.003352278,7.884,-0.019,15.1
05/06/2013,"5,971.05",-0.0120688,"75,832",-0.01564,61.14,0.001473116,7.861,-0.023,14.33
05/03/2013,"5,944.00",-0.0045405,"75,429",-0.00533,61.435,0.004813389,7.865,0.004,13.88
05/02/2013,"5,999.35",0.0092688,"75,502",0.00097,61.763,0.005324774,7.903,0.038,14.2
04/30/2013,"5,930.20",-0.0115932,"77,135",0.0214,62.06,0.004797179,7.888,-0.015,15.07
04/29/2013,"5,904.10",-0.0044109,"76,236",-0.01172,62.37,0.004982732,7.84,-0.048,16.22
04/26/2013,"5,871.45",-0.0055454,"75,891",-0.00454,62.325,-0.000721761,7.839,-0.001,15.36
04/25/2013,"5,916.30",0.0076096,"78,110",0.02882,62.399,0.00118662,7.862,0.023,16.36
04/23/2013,"5,836.90",-0.0135114,"77,438",-0.00864,62.282,-0.00187679,7.86,-0.002,16.25
04/22/2013,"5,834.40",-0.0004284,"77,113",-0.00421,62.15,-0.002121642,7.871,0.011,16.61
04/18/2013,"5,783.10",-0.0088316,"77,655",0.007,62.51,0.005775726,7.885,0.014,16.45
04/17/2013,"5,688.70",-0.0164581,"77,876",0.00284,62.51,0,7.908,0.023,16.97
04/16/2013,"5,688.95",0.0000439,"77,931",0.00071,62.733,0.003561081,7.872,-0.036,16.49
04/15/2013,"5,568.40",-0.0214179,"78,277",0.00443,62.94,0.003294267,7.798,-0.074,16.82
04/12/2013,"5,528.55",-0.0071822,"77,849",-0.00548,62.58,-0.005736153,7.816,0.018,16.77
